Airport Name,Flight Date,Origin State,Phase of flight,Time of day
GEORGE BUSH INTERCONTINENTAL,19-04-99,Texas,Approach,Night
WASHINGTON DULLES INTL ARPT,19-04-99,DC,Descent,Night
BARKSDALE AIR FORCE BASE ARPT,20-04-99,Louisiana,Climb,Day
WASHINGTON DULLES INTL ARPT,20-04-99,DC,Take-off run,Day
SAN FRANCISCO INTL ARPT,20-04-99,California,Take-off run,Day
LOUISVILLE INTL ARPT,21-04-99,Kentucky,Approach,Night
ATLANTA INTL,21-04-99,Georgia,Climb,Night
PORT COLUMBUS INTL,21-04-99,Ohio,Take-off run,Day
GEORGE BUSH INTERCONTINENTAL,22-04-99,Texas,Approach,Day
BALTIMORE WASH INTL,22-04-99,Maryland,Approach,Night
SALT LAKE CITY INTL,23-04-99,Utah,Approach,Day
FORT LAUDERDALE/HOLLYWOOD INTL,23-04-99,Florida,Approach,Night
SALT LAKE CITY INTL,23-04-99,Utah,Climb,Day
MEMPHIS INTL,23-04-99,Tennessee,Approach,Night
MINNEAPOLIS-ST PAUL INTL,24-04-99,Minnesota,Climb,Night
MEMPHIS INTL,24-04-99,Tennessee,Descent,Night
PHILADELPHIA INTL,24-04-99,Pennsylvania,Take-off run,Dusk
LAMBERT-ST LOUIS INTL,24-04-99,Missouri,Approach,Night
SALT LAKE CITY INTL,25-04-99,Utah,Approach,Night
DETROIT METRO WAYNE COUNTY ARPT,26-04-99,Michigan,Approach,Night
DENVER INTL AIRPORT,26-04-99,Colorado,Climb,Night
MINNEAPOLIS-ST PAUL INTL,26-04-99,Minnesota,Take-off run,Night
HOUSTON-HOBBY,26-04-99,Texas,Descent,Day
PHILADELPHIA INTL,27-04-99,Pennsylvania,Climb,Day
PHILADELPHIA INTL,27-04-99,Pennsylvania,Approach,Night
LOGAN INTL,27-04-99,Massachusetts,Climb,Day
SALT LAKE CITY INTL,27-04-99,Utah,Approach,Night
LOUISVILLE INTL ARPT,28-04-99,Kentucky,Approach,Night
DALLAS/FORT WORTH INTL ARPT,28-04-99,Texas,Descent,Night
LOUISVILLE INTL ARPT,28-04-99,Kentucky,Approach,Night
GREATER PITTSBURGH,30-04-99,Pennsylvania,Landing Roll,Day
MEMPHIS INTL,30-04-99,Tennessee,Approach,Night
PORTLAND INTL (OR),30-04-99,Oregon,Approach,Night
PORTLAND INTL (OR),30-04-99,Oregon,Landing Roll,Night
CHARLOTTE/DOUGLAS INTL ARPT,30-04-99,North Carolina,Landing Roll,Day
LOUISVILLE INTL ARPT,01-05-99,Kentucky,Approach,Night
EPPLEY AIRFIELD,01-05-99,Nebraska,Approach,Night
SAN ANTONIO INTL,02-05-99,Texas,Landing Roll,Day
EPPLEY AIRFIELD,02-05-99,Nebraska,Descent,Night
CLEVELAND-HOPKINS INTL ARPT,04-05-99,Ohio,Climb,Dawn
PHOENIX SKY HARBOR,05-05-99,Arizona,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,05-05-99,North Carolina,Approach,Night
BALTIMORE WASH INTL,05-05-99,Maryland,Climb,Night
PORTLAND INTL (OR),06-05-99,Oregon,Approach,Night
PHOENIX SKY HARBOR,06-05-99,Arizona,Approach,Day
GREATER PITTSBURGH,06-05-99,Pennsylvania,Approach,Day
MEMPHIS INTL,07-05-99,Tennessee,Approach,Night
BALTIMORE WASH INTL,07-05-99,Maryland,Descent,Night
LOS ANGELES INTL,07-05-99,California,Approach,Night
LOUISVILLE INTL ARPT,07-05-99,Kentucky,Approach,Night
PHILADELPHIA INTL,07-05-99,Pennsylvania,Approach,Night
WASHINGTON DULLES INTL ARPT,08-05-99,DC,Approach,Night
MEMPHIS INTL,08-05-99,Tennessee,Approach,Night
DALLAS/FORT WORTH INTL ARPT,09-05-99,Texas,Approach,Night
GREATER PITTSBURGH,10-05-99,Pennsylvania,Climb,Night
MEMPHIS INTL,10-05-99,Tennessee,Descent,Night
MEMPHIS INTL,11-05-99,Tennessee,Approach,Night
ATLANTA INTL,11-05-99,Georgia,Climb,Night
CHARLOTTE/DOUGLAS INTL ARPT,11-05-99,North Carolina,Landing Roll,Night
KANSAS CITY INTL,11-05-99,Missouri,Landing Roll,Day
BALTIMORE WASH INTL,11-05-99,Maryland,Approach,Dusk
SALT LAKE CITY INTL,12-05-99,Utah,Landing Roll,Day
HONOLULU INTL ARPT,12-05-99,Hawaii,Approach,Dusk
AUSTIN-BERGSTROM INTL,13-05-99,Texas,Approach,Night
BALTIMORE WASH INTL,13-05-99,Maryland,Landing Roll,Day
HONOLULU INTL ARPT,13-05-99,Hawaii,Approach,Dusk
LOGAN INTL,13-05-99,Massachusetts,Approach,Night
SACRAMENTO INTL,13-05-99,California,Landing Roll,Night
SAN ANTONIO INTL,13-05-99,Texas,Landing Roll,Day
WILL ROGERS WORLD ARPT,13-05-99,Oklahoma,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,14-05-99,North Carolina,Approach,Day
DALLAS/FORT WORTH INTL ARPT,14-05-99,Texas,Climb,Day
FORT LAUDERDALE/HOLLYWOOD INTL,15-05-99,Florida,Landing Roll,Day
CHARLESTON AFB/INTL ARPT,15-05-99,South Carolina,Approach,Night
SALT LAKE CITY INTL,15-05-99,Utah,Approach,Night
WASHINGTON DULLES INTL ARPT,16-05-99,DC,Approach,Night
BALTIMORE WASH INTL,16-05-99,Maryland,Approach,Night
SACRAMENTO INTL,18-05-99,California,Approach,Night
RONALD REAGAN WASHINGTON NATL,18-05-99,DC,Descent,Night
CHICAGO O'HARE INTL ARPT,19-05-99,Illinois,Climb,Day
CHICAGO O'HARE INTL ARPT,19-05-99,Illinois,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,20-05-99,Louisiana,Approach,Day
BARKSDALE AIR FORCE BASE ARPT,20-05-99,Louisiana,Climb,Day
PHOENIX SKY HARBOR,20-05-99,Arizona,Descent,Day
GREATER PITTSBURGH,21-05-99,Pennsylvania,Landing Roll,Night
MINNEAPOLIS-ST PAUL INTL,21-05-99,Minnesota,Approach,Day
PHOENIX SKY HARBOR,22-05-99,Arizona,Climb,Day
METRO OAKLAND INTL,23-05-99,California,Approach,Day
DENVER INTL AIRPORT,23-05-99,Colorado,Take-off run,Day
SALT LAKE CITY INTL,23-05-99,Utah,Take-off run,Day
NEWARK LIBERTY INTL ARPT,25-05-99,New Jersey,Approach,Day
JOHN F KENNEDY INTL,25-05-99,New York,Climb,Night
LOGAN INTL,25-05-99,Massachusetts,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,26-05-99,Louisiana,Take-off run,Dusk
SALT LAKE CITY INTL,28-05-99,Utah,Climb,Day
KANSAS CITY INTL,28-05-99,Missouri,Landing Roll,Day
SALT LAKE CITY INTL,28-05-99,Utah,Landing Roll,Night
SALT LAKE CITY INTL,29-05-99,Utah,Take-off run,Day
PORTLAND INTL (OR),29-05-99,Oregon,Approach,Night
AUSTIN-BERGSTROM INTL,29-05-99,Texas,Approach,Night
SALT LAKE CITY INTL,29-05-99,Utah,Climb,Day
AUSTIN-BERGSTROM INTL,29-05-99,Texas,Approach,Night
WASHINGTON DULLES INTL ARPT,30-05-99,DC,Climb,Day
LOGAN INTL,30-05-99,Massachusetts,Approach,Night
ORLANDO INTL,30-05-99,Florida,Climb,Day
EPPLEY AIRFIELD,31-05-99,Nebraska,Approach,Day
CHICAGO MIDWAY INTL ARPT,31-05-99,Illinois,Take-off run,Day
WASHINGTON DULLES INTL ARPT,31-05-99,DC,Approach,Day
PHILADELPHIA INTL,31-05-99,Pennsylvania,Take-off run,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,31-05-99,Kentucky,Take-off run,Dusk
CHICAGO O'HARE INTL ARPT,01-06-99,Illinois,Approach,Night
NEWARK LIBERTY INTL ARPT,01-06-99,New Jersey,Landing Roll,Day
PHOENIX SKY HARBOR,02-06-99,Arizona,Climb,Night
PORTLAND INTL (OR),02-06-99,Oregon,Approach,Night
LOUISVILLE INTL ARPT,03-06-99,Kentucky,Climb,Day
GEORGE BUSH INTERCONTINENTAL,03-06-99,Texas,Take-off run,Day
LIHUE ARPT,04-06-99,Hawaii,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,04-06-99,Texas,Approach,Day
EPPLEY AIRFIELD,04-06-99,Nebraska,Climb,Day
SALT LAKE CITY INTL,05-06-99,Utah,Climb,Day
CHARLESTON AFB/INTL ARPT,05-06-99,South Carolina,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,05-06-99,Texas,Take-off run,Day
HOUSTON-HOBBY,08-06-99,Texas,Approach,Day
DALLAS/FORT WORTH INTL ARPT,08-06-99,Texas,Climb,Night
AUSTIN-BERGSTROM INTL,08-06-99,Texas,Approach,Night
PORT COLUMBUS INTL,11-06-99,Ohio,Approach,Day
LAMBERT-ST LOUIS INTL,11-06-99,Missouri,Approach,Day
MINETA SAN JOSE INTL,14-06-99,California,Climb,Day
SACRAMENTO INTL,14-06-99,California,Landing Roll,Day
PORT COLUMBUS INTL,15-06-99,Ohio,Take-off run,Night
AUSTIN-BERGSTROM INTL,16-06-99,Texas,Landing Roll,Day
TETERBORO AIRPORT,17-06-99,New Jersey,Climb,Day
FORT LAUDERDALE/HOLLYWOOD INTL,17-06-99,Florida,Landing Roll,Day
AUSTIN-BERGSTROM INTL,18-06-99,Texas,Climb,Day
SACRAMENTO INTL,18-06-99,California,Take-off run,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,18-06-99,Kentucky,Approach,Day
SAN FRANCISCO INTL ARPT,18-06-99,California,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,19-06-99,Texas,Approach,Night
DALLAS/FORT WORTH INTL ARPT,20-06-99,Texas,Approach,Day
DENVER INTL AIRPORT,21-06-99,Colorado,Landing Roll,Day
LIHUE ARPT,21-06-99,Hawaii,Landing Roll,Day
SAN ANTONIO INTL,21-06-99,Texas,Landing Roll,Dusk
LIHUE ARPT,22-06-99,Hawaii,Landing Roll,Day
PORTLAND INTL (OR),22-06-99,Oregon,Landing Roll,Day
INDIANAPOLIS INTL,24-06-99,Indiana,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,24-06-99,Kentucky,Approach,Day
PHILADELPHIA INTL,25-06-99,Pennsylvania,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,25-06-99,Texas,Take-off run,Day
KANSAS CITY INTL,26-06-99,Missouri,Landing Roll,Day
HONOLULU INTL ARPT,27-06-99,Hawaii,Landing Roll,Day
BARKSDALE AIR FORCE BASE ARPT,29-06-99,Louisiana,Approach,Day
KANSAS CITY INTL,29-06-99,Missouri,Landing Roll,Day
SACRAMENTO INTL,30-06-99,California,Landing Roll,Dusk
PHILADELPHIA INTL,30-06-99,Pennsylvania,Climb,Day
WASHINGTON DULLES INTL ARPT,30-06-99,DC,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,30-06-99,Kentucky,Take-off run,Day
SACRAMENTO INTL,01-07-99,California,Approach,Day
NASHVILLE INTL,01-07-99,Tennessee,Approach,Dusk
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,03-07-99,Kentucky,Approach,Day
HOUSTON-HOBBY,03-07-99,Texas,Approach,Day
SAN FRANCISCO INTL ARPT,03-07-99,California,Take-off run,Day
KANSAS CITY INTL,04-07-99,Missouri,Approach,Day
MINETA SAN JOSE INTL,04-07-99,California,Landing Roll,Day
KANSAS CITY INTL,04-07-99,Missouri,Take-off run,Day
KANSAS CITY INTL,04-07-99,Missouri,Take-off run,Day
KANSAS CITY INTL,04-07-99,Missouri,Take-off run,Day
CHICAGO O'HARE INTL ARPT,04-07-99,Illinois,Approach,Dusk
SACRAMENTO INTL,05-07-99,California,Landing Roll,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,05-07-99,Kentucky,Climb,Day
SALT LAKE CITY INTL,06-07-99,Utah,Approach,Night
CHICAGO O'HARE INTL ARPT,06-07-99,Illinois,Approach,Dawn
DALLAS/FORT WORTH INTL ARPT,06-07-99,Texas,Climb,Day
SALT LAKE CITY INTL,06-07-99,Utah,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,06-07-99,Kentucky,Landing Roll,Day
LAGUARDIA NY,07-07-99,New York,Approach,Day
WILL ROGERS WORLD ARPT,07-07-99,Oklahoma,Climb,Day
LOS ANGELES INTL,07-07-99,California,Approach,Day
MEMPHIS INTL,07-07-99,Tennessee,Climb,Night
SACRAMENTO INTL,08-07-99,California,Take-off run,Day
DENVER INTL AIRPORT,08-07-99,Colorado,Landing Roll,Day
LOUISVILLE INTL ARPT,09-07-99,Kentucky,Approach,Night
SACRAMENTO INTL,09-07-99,California,Approach,Day
ATLANTA INTL,09-07-99,Georgia,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,09-07-99,Kentucky,Take-off run,Day
GREATER PITTSBURGH,09-07-99,Pennsylvania,Approach,Dusk
ORLANDO INTL,09-07-99,Florida,Climb,Dusk
GEORGE BUSH INTERCONTINENTAL,09-07-99,Texas,Climb,Night
WASHINGTON DULLES INTL ARPT,10-07-99,DC,Landing Roll,Day
CHARLESTON AFB/INTL ARPT,10-07-99,South Carolina,Approach,Day
SALT LAKE CITY INTL,10-07-99,Utah,Climb,Dawn
CHICAGO MIDWAY INTL ARPT,10-07-99,Illinois,Landing Roll,Day
JOHN F KENNEDY INTL,11-07-99,New York,Landing Roll,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,11-07-99,Kentucky,Landing Roll,Dusk
LIHUE ARPT,12-07-99,Hawaii,Climb,Day
CLEVELAND-HOPKINS INTL ARPT,12-07-99,Ohio,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,13-07-99,Louisiana,Approach,Day
ATLANTA INTL,13-07-99,Georgia,Approach,Day
MEMPHIS INTL,13-07-99,Tennessee,Approach,Night
GEORGE BUSH INTERCONTINENTAL,13-07-99,Texas,Descent,Night
LAMBERT-ST LOUIS INTL,14-07-99,Missouri,Landing Roll,Dawn
CHARLOTTE/DOUGLAS INTL ARPT,16-07-99,North Carolina,Approach,Day
EPPLEY AIRFIELD,16-07-99,Nebraska,Approach,Day
PHOENIX SKY HARBOR,16-07-99,Arizona,Climb,Night
JOHN F KENNEDY INTL,16-07-99,New York,Climb,Day
EPPLEY AIRFIELD,16-07-99,Nebraska,Landing Roll,Day
SACRAMENTO INTL,17-07-99,California,Take-off run,Day
SALT LAKE CITY INTL,17-07-99,Utah,Landing Roll,Day
LOS ANGELES INTL,18-07-99,California,Landing Roll,Day
CHARLOTTE/DOUGLAS INTL ARPT,19-07-99,North Carolina,Approach,Day
SALT LAKE CITY INTL,19-07-99,Utah,Landing Roll,Day
LOS ANGELES INTL,19-07-99,California,Landing Roll,Dusk
CHICAGO MIDWAY INTL ARPT,20-07-99,Illinois,Landing Roll,Day
SALT LAKE CITY INTL,20-07-99,Utah,Approach,Day
PHILADELPHIA INTL,20-07-99,Pennsylvania,Take-off run,Day
SALT LAKE CITY INTL,20-07-99,Utah,Take-off run,Night
PORT COLUMBUS INTL,21-07-99,Ohio,Take-off run,Day
LAMBERT-ST LOUIS INTL,21-07-99,Missouri,Approach,Day
SEATTLE-TACOMA INTL,21-07-99,Washington,Approach,Day
LOGAN INTL,22-07-99,Massachusetts,Approach,Day
CHICAGO MIDWAY INTL ARPT,22-07-99,Illinois,Approach,Day
CLEVELAND-HOPKINS INTL ARPT,22-07-99,Ohio,Landing Roll,Day
KANSAS CITY INTL,23-07-99,Missouri,Descent,Day
LOUISVILLE INTL ARPT,23-07-99,Kentucky,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,24-07-99,Texas,Climb,Dawn
GREATER PITTSBURGH,24-07-99,Pennsylvania,Take-off run,Day
JOHN F KENNEDY INTL,25-07-99,New York,Landing Roll,Day
INDIANAPOLIS INTL,26-07-99,Indiana,Take-off run,Day
DALLAS/FORT WORTH INTL ARPT,26-07-99,Texas,Approach,Day
LOGAN INTL,26-07-99,Massachusetts,Climb,Day
HONOLULU INTL ARPT,27-07-99,Hawaii,Approach,Day
CHARLOTTE/DOUGLAS INTL ARPT,27-07-99,North Carolina,Approach,Day
INDIANAPOLIS INTL,27-07-99,Indiana,Landing Roll,Day
BALTIMORE WASH INTL,27-07-99,Maryland,Take-off run,Day
EPPLEY AIRFIELD,28-07-99,Nebraska,Approach,Night
INDIANAPOLIS INTL,28-07-99,Indiana,Take-off run,Day
MEMPHIS INTL,29-07-99,Tennessee,Take-off run,Day
LAMBERT-ST LOUIS INTL,29-07-99,Missouri,Approach,Day
MINETA SAN JOSE INTL,31-07-99,California,Landing Roll,Day
CHICAGO MIDWAY INTL ARPT,01-08-99,Illinois,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,01-08-99,Texas,Approach,Day
KANSAS CITY INTL,01-08-99,Missouri,Climb,Day
KANSAS CITY INTL,01-08-99,Missouri,Landing Roll,Day
SACRAMENTO INTL,01-08-99,California,Approach,Night
PORT COLUMBUS INTL,02-08-99,Ohio,Approach,Day
HOUSTON-HOBBY,02-08-99,Texas,Approach,Day
NEWARK LIBERTY INTL ARPT,02-08-99,New Jersey,Approach,Day
INDIANAPOLIS INTL,02-08-99,Indiana,Take-off run,Day
GREATER PITTSBURGH,03-08-99,Pennsylvania,Approach,Day
DENVER INTL AIRPORT,03-08-99,Colorado,Approach,Night
ORLANDO INTL,03-08-99,Florida,Approach,Night
LOS ANGELES INTL,03-08-99,California,Approach,Day
LOS ANGELES INTL,03-08-99,California,Climb,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,04-08-99,Kentucky,Approach,Day
EPPLEY AIRFIELD,04-08-99,Nebraska,Approach,Day
DALLAS/FORT WORTH INTL ARPT,04-08-99,Texas,Approach,Day
SALT LAKE CITY INTL,04-08-99,Utah,Landing Roll,Day
GREATER PITTSBURGH,04-08-99,Pennsylvania,Take-off run,Day
DETROIT METRO WAYNE COUNTY ARPT,05-08-99,Michigan,Landing Roll,Dusk
SACRAMENTO INTL,05-08-99,California,Climb,Day
BARKSDALE AIR FORCE BASE ARPT,05-08-99,Louisiana,Take-off run,Dusk
DALLAS/FORT WORTH INTL ARPT,05-08-99,Texas,Climb,Night
BARKSDALE AIR FORCE BASE ARPT,05-08-99,Louisiana,Approach,Night
CHARLOTTE/DOUGLAS INTL ARPT,05-08-99,North Carolina,Approach,Day
MEMPHIS INTL,07-08-99,Tennessee,Take-off run,Night
GREATER PITTSBURGH,07-08-99,Pennsylvania,Approach,Day
LOS ANGELES INTL,08-08-99,California,Climb,Day
DALLAS/FORT WORTH INTL ARPT,09-08-99,Texas,Climb,Night
DALLAS/FORT WORTH INTL ARPT,09-08-99,Texas,Climb,Night
MINNEAPOLIS-ST PAUL INTL,09-08-99,Minnesota,Approach,Day
NASHVILLE INTL,09-08-99,Tennessee,Take-off run,Day
AUSTIN-BERGSTROM INTL,10-08-99,Texas,Climb,Day
SACRAMENTO INTL,10-08-99,California,Landing Roll,Day
GREATER PITTSBURGH,10-08-99,Pennsylvania,Approach,Day
GREATER PITTSBURGH,10-08-99,Pennsylvania,Approach,Day
ATLANTA INTL,10-08-99,Georgia,Take-off run,Day
INDIANAPOLIS INTL,10-08-99,Indiana,Take-off run,Day
SACRAMENTO INTL,11-08-99,California,Approach,Night
RONALD REAGAN WASHINGTON NATL,11-08-99,DC,Approach,Night
CHARLESTON AFB/INTL ARPT,11-08-99,South Carolina,Take-off run,Night
ATLANTA INTL,11-08-99,Georgia,Approach,Day
PHILADELPHIA INTL,11-08-99,Pennsylvania,Climb,Day
CHARLESTON AFB/INTL ARPT,12-08-99,South Carolina,Approach,Dusk
DALLAS/FORT WORTH INTL ARPT,12-08-99,Texas,Approach,Day
LOGAN INTL,12-08-99,Massachusetts,Climb,Day
EPPLEY AIRFIELD,13-08-99,Nebraska,Approach,Day
DALLAS/FORT WORTH INTL ARPT,13-08-99,Texas,Approach,Dawn
BALTIMORE WASH INTL,13-08-99,Maryland,Approach,Day
CHICAGO O'HARE INTL ARPT,13-08-99,Illinois,Take-off run,Day
INDIANAPOLIS INTL,13-08-99,Indiana,Take-off run,Day
CHARLOTTE/DOUGLAS INTL ARPT,13-08-99,North Carolina,Take-off run,Day
HONOLULU INTL ARPT,14-08-99,Hawaii,Approach,Dawn
WASHINGTON DULLES INTL ARPT,14-08-99,DC,Approach,Day
SAN FRANCISCO INTL ARPT,15-08-99,California,Climb,Day
LOS ANGELES INTL,15-08-99,California,Approach,Day
MINNEAPOLIS-ST PAUL INTL,16-08-99,Minnesota,Take-off run,Day
SAN FRANCISCO INTL ARPT,16-08-99,California,Climb,Day
DENVER INTL AIRPORT,16-08-99,Colorado,Landing Roll,Day
DALLAS/FORT WORTH INTL ARPT,16-08-99,Texas,Climb,Night
SALT LAKE CITY INTL,16-08-99,Utah,Take-off run,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,16-08-99,Kentucky,Approach,Night
HONOLULU INTL ARPT,17-08-99,Hawaii,Take-off run,Night
CHARLESTON AFB/INTL ARPT,17-08-99,South Carolina,Approach,Day
GREATER PITTSBURGH,17-08-99,Pennsylvania,Climb,Day
LOUISVILLE INTL ARPT,17-08-99,Kentucky,Approach,Night
ATLANTA INTL,17-08-99,Georgia,Take-off run,Dawn
ATLANTA INTL,18-08-99,Georgia,Take-off run,Day
SAN FRANCISCO INTL ARPT,18-08-99,California,Take-off run,Day
KANSAS CITY INTL,18-08-99,Missouri,Approach,Night
SACRAMENTO INTL,19-08-99,California,Take-off run,Day
SACRAMENTO INTL,19-08-99,California,Take-off run,Day
CHARLOTTE/DOUGLAS INTL ARPT,19-08-99,North Carolina,Take-off run,Day
SALT LAKE CITY INTL,19-08-99,Utah,Landing Roll,Day
ATLANTA INTL,19-08-99,Georgia,Take-off run,Day
BALTIMORE WASH INTL,19-08-99,Maryland,Take-off run,Day
SAN FRANCISCO INTL ARPT,20-08-99,California,Climb,Day
KANSAS CITY INTL,20-08-99,Missouri,Approach,Night
SAN ANTONIO INTL,20-08-99,Texas,Take-off run,Dawn
MINNEAPOLIS-ST PAUL INTL,20-08-99,Minnesota,Approach,Day
FORT LAUDERDALE/HOLLYWOOD INTL,20-08-99,Florida,Landing Roll,Day
PORTLAND INTL (OR),21-08-99,Oregon,Landing Roll,Day
AUSTIN-BERGSTROM INTL,23-08-99,Texas,Approach,Day
JOHN F KENNEDY INTL,23-08-99,New York,Take-off run,Day
TETERBORO AIRPORT,24-08-99,New Jersey,Climb,Day
MINNEAPOLIS-ST PAUL INTL,24-08-99,Minnesota,Approach,Day
CLEVELAND-HOPKINS INTL ARPT,24-08-99,Ohio,Approach,Day
LAMBERT-ST LOUIS INTL,24-08-99,Missouri,Approach,Dusk
SAN ANTONIO INTL,25-08-99,Texas,Climb,Night
KANSAS CITY INTL,25-08-99,Missouri,Landing Roll,Night
DALLAS/FORT WORTH INTL ARPT,26-08-99,Texas,Climb,Night
GEORGE BUSH INTERCONTINENTAL,26-08-99,Texas,Climb,Day
INDIANAPOLIS INTL,26-08-99,Indiana,Landing Roll,Day
WASHINGTON DULLES INTL ARPT,27-08-99,DC,Approach,Day
MINNEAPOLIS-ST PAUL INTL,27-08-99,Minnesota,Climb,Dusk
RONALD REAGAN WASHINGTON NATL,27-08-99,DC,Approach,Night
PORT COLUMBUS INTL,27-08-99,Ohio,Approach,Night
LAMBERT-ST LOUIS INTL,27-08-99,Missouri,Approach,Day
GREATER PITTSBURGH,27-08-99,Pennsylvania,Climb,Day
SEATTLE-TACOMA INTL,27-08-99,Washington,Approach,Dusk
RONALD REAGAN WASHINGTON NATL,27-08-99,DC,Approach,Night
GEORGE BUSH INTERCONTINENTAL,28-08-99,Texas,Approach,Day
RONALD REAGAN WASHINGTON NATL,28-08-99,DC,Approach,Night
PORTLAND INTL (OR),28-08-99,Oregon,Take-off run,Day
KANSAS CITY INTL,28-08-99,Missouri,Approach,Day
HOUSTON-HOBBY,28-08-99,Texas,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,29-08-99,Kentucky,Approach,Day
ORLANDO INTL,30-08-99,Florida,Landing Roll,Dusk
LOUISVILLE INTL ARPT,30-08-99,Kentucky,Landing Roll,Day
LAGUARDIA NY,30-08-99,New York,Descent,Night
SACRAMENTO INTL,31-08-99,California,Climb,Day
GEORGE BUSH INTERCONTINENTAL,31-08-99,Texas,Climb,Night
MEMPHIS INTL,31-08-99,Tennessee,Take-off run,Dawn
INDIANAPOLIS INTL,31-08-99,Indiana,Landing Roll,Day
NEW ORLEANS INTL,01-09-99,Louisiana,Approach,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,01-09-99,Kentucky,Approach,Night
BALTIMORE WASH INTL,01-09-99,Maryland,Approach,Night
PORTLAND INTL (OR),02-09-99,Oregon,Approach,Day
DENVER INTL AIRPORT,02-09-99,Colorado,Take-off run,Day
BARKSDALE AIR FORCE BASE ARPT,02-09-99,Louisiana,Take-off run,Day
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,02-09-99,Kentucky,Approach,Night
GREATER PITTSBURGH,02-09-99,Pennsylvania,Take-off run,Dawn
DENVER INTL AIRPORT,03-09-99,Colorado,Approach,Night
NEWARK LIBERTY INTL ARPT,03-09-99,New Jersey,Approach,Night
PORTLAND INTL (OR),03-09-99,Oregon,Climb,Day
LAMBERT-ST LOUIS INTL,03-09-99,Missouri,Landing Roll,Day
HONOLULU INTL ARPT,03-09-99,Hawaii,Take-off run,Day
AUSTIN-BERGSTROM INTL,04-09-99,Texas,Climb,Night
BALTIMORE WASH INTL,04-09-99,Maryland,Climb,Day
LOS ANGELES INTL,04-09-99,California,Landing Roll,Day
AUSTIN-BERGSTROM INTL,04-09-99,Texas,Descent,Night
GEORGE BUSH INTERCONTINENTAL,05-09-99,Texas,Approach,Day
DALLAS/FORT WORTH INTL ARPT,05-09-99,Texas,Approach,Night
PORTLAND INTL (OR),05-09-99,Oregon,Approach,Day
PORTLAND INTL (OR),05-09-99,Oregon,Take-off run,Day
WASHINGTON DULLES INTL ARPT,06-09-99,DC,Landing Roll,Day
LOUISVILLE INTL ARPT,06-09-99,Kentucky,Climb,Day
PHILADELPHIA INTL,06-09-99,Pennsylvania,Approach,Night
SEATTLE-TACOMA INTL,06-09-99,Washington,Approach,Night
LIHUE ARPT,06-09-99,Hawaii,Landing Roll,Dawn
GREATER PITTSBURGH,06-09-99,Pennsylvania,Landing Roll,Day
INDIANAPOLIS INTL,06-09-99,Indiana,Approach,Night
LOGAN INTL,07-09-99,Massachusetts,Take-off run,Day
WILL ROGERS WORLD ARPT,07-09-99,Oklahoma,Take-off run,Day
CHICAGO O'HARE INTL ARPT,07-09-99,Illinois,Climb,Night
GREATER PITTSBURGH,07-09-99,Pennsylvania,Landing Roll,Day
SAN ANTONIO INTL,08-09-99,Texas,Approach,Day
INDIANAPOLIS INTL,08-09-99,Indiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,09-09-99,Louisiana,Climb,Day
LOS ANGELES INTL,09-09-99,California,Take-off run,Dawn
DALLAS/FORT WORTH INTL ARPT,09-09-99,Texas,Climb,Day
GREATER PITTSBURGH,09-09-99,Pennsylvania,Landing Roll,Day
NEW ORLEANS INTL,09-09-99,Louisiana,Approach,Night
BARKSDALE AIR FORCE BASE ARPT,10-09-99,Louisiana,Approach,Day
CHARLESTON AFB/INTL ARPT,10-09-99,South Carolina,Climb,Day
GEORGE BUSH INTERCONTINENTAL,10-09-99,Texas,Climb,Night
GREATER PITTSBURGH,10-09-99,Pennsylvania,Approach,Dawn
PHILADELPHIA INTL,10-09-99,Pennsylvania,Climb,Day
SACRAMENTO INTL,11-09-99,California,Landing Roll,Day
